id,model,baseline_label,best_prefix,best_prefix_label,n_prefixes_tested,n_prefixes_fixed,outcome,category,curvature_score,oppositeness_score,density,centrality
v5_ambiguous_0038,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.8081886023283005,0.4853387,1.7565811,0.681544
v5_ambiguous_0039,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,-1.1920928955078125e-07,0.5029915,2.170203,0.5787823
v5_ambiguous_0040,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.013832151889801,0.58539516,2.7578027,0.6576085
v5_ambiguous_0041,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.8018044829368591,0.4765125,2.1486623,0.74156183
v5_ambiguous_0042,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.5359519720077515,0.4937874,1.8665205,0.7313689
v5_ambiguous_0043,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.2621759176254272,0.457816,1.8314649,0.7206717
v5_ambiguous_0044,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.1789475679397583,0.62712187,1.8790333,0.6655879
v5_ambiguous_0045,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.6968715190887451,0.48265237,2.0781786,0.5657625
v5_ambiguous_0046,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.1830011010169983,0.5905571,1.9608412,0.72548306
v5_ambiguous_0047,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.691798061132431,0.539356,2.1261654,0.6556387
v5_ambiguous_0048,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.6553901135921478,0.5542939,2.82037,0.66494244
v5_ambiguous_0049,mixtral-8x7b,2,epistemic_humility,0,4,4,fixed,ambiguous,0.0,0.49481803,2.2560408,0.63235885
v5_ambiguous_0050,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.1542907953262329,0.5520924,2.3277988,0.70447135
v5_ambiguous_0051,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.5702798962593079,0.5378768,2.1752968,0.7178223
v5_ambiguous_0052,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,-1.1920928955078125e-07,0.43108296,2.094862,0.7011739
v5_ambiguous_0053,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.5427616834640503,0.4153728,1.7842928,0.7639415
v5_ambiguous_0054,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.3795582056045532,0.5433445,2.1671865,0.6461778
v5_ambiguous_0055,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0,0.5210911,2.3733873,0.6322988
v5_ambiguous_0056,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.3710250854492187,0.4398948,1.8535315,0.67684805
v5_ambiguous_0057,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.3763999342918396,0.5489794,1.9016408,0.7541723
v5_ambiguous_0058,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0390995144844055,0.45509094,2.1889215,0.63176167
v5_ambiguous_0059,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,-1.1920928955078125e-07,0.45019674,2.292876,0.6292122
v5_ambiguous_0060,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,1.1920928955078125e-07,0.5177181,2.4009988,0.6140565
v5_ambiguous_0061,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0028833746910095,0.5572133,1.8445789,0.68229973
v5_ambiguous_0062,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.3492421507835388,0.48932248,1.9192542,0.69483066
v5_ambiguous_0063,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.231951355934143,0.5308131,2.1000059,0.66079783
v5_ambiguous_0064,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.2486984729766845,0.4587298,2.02792,0.64159065
v5_ambiguous_0065,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0,0.39712876,1.9357448,0.76473147
v5_ambiguous_0066,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.4243708848953247,0.48970222,2.2159882,0.63967884
v5_ambiguous_0067,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.6806033849716187,0.49019313,2.3372748,0.6202276
v5_ambiguous_0068,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.6964805722236633,0.5310006,2.0104175,0.63995016
v5_ambiguous_0069,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,-1.1920928955078125e-07,0.47202712,2.1494217,0.65518636
v5_ambiguous_0070,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.1844944357872009,0.5363005,2.337495,0.6213646
v5_ambiguous_0071,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.4341751337051391,0.4082005,2.3754869,0.5081506
v5_ambiguous_0072,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,-1.1920928955078125e-07,0.5495925,2.421143,0.5399618
v5_ambiguous_0073,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.5683151483535767,0.50279593,2.0181005,0.71548915
v5_ambiguous_0074,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.5172089636325836,0.5854729,2.762326,0.6779773
v5_ambiguous_0075,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.7996969223022461,0.5072465,2.3742976,0.6317176
v5_ambiguous_0076,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.4439067840576172,0.49380875,2.5783818,0.59799695
v5_ambiguous_0077,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.7491640448570251,0.56723833,2.1810956,0.65017253
v5_ambiguous_0078,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.7738855481147766,0.528723,2.2923703,0.7255812
v5_ambiguous_0079,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.2485038638114929,0.60314673,2.4580376,0.6834518
v5_ambiguous_0080,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.8288308680057526,0.48548037,2.2527187,0.70329976
v5_ambiguous_0081,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.545151561498642,0.51243126,3.0139842,0.6508485
v5_ambiguous_0082,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0661728382110595,0.57328725,2.3332653,0.680984
v5_ambiguous_0083,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,5.960464477539064e-08,0.4861557,2.261914,0.5661104
v5_ambiguous_0084,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.2641637921333313,0.5094608,1.8986582,0.6947912
v5_ambiguous_0085,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.681110680103302,0.47188836,1.9576889,0.721373
v5_ambiguous_0086,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0,0.44663364,1.823748,0.7346687
v5_ambiguous_0087,mixtral-8x7b,2,epistemic_humility,0,4,4,fixed,ambiguous,0.4782050251960754,0.5380361,2.3474517,0.7160439
v5_ambiguous_0088,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.6795254349708557,0.5587287,2.6533961,0.6534663
v5_ambiguous_0089,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.69281405210495,0.4693268,1.9511002,0.778238
v5_ambiguous_0090,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.6645384430885315,0.56752634,2.8083563,0.638459
v5_ambiguous_0091,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.1646545529365539,0.42884856,2.1759737,0.764121
v5_ambiguous_0092,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.1010493636131286,0.5072453,3.3166988,0.69182396
v5_ambiguous_0093,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.5704613327980042,0.5249113,2.0028472,0.68036944
v5_ambiguous_0094,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.7238602936267853,0.48566222,1.8965575,0.60903835
v5_ambiguous_0095,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.676081120967865,0.52906835,2.4546185,0.66122425
v5_ambiguous_0096,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.5298016369342804,0.5791731,2.2050683,0.6434432
v5_ambiguous_0097,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0,0.5145469,1.8786668,0.7420254
v5_ambiguous_0098,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.5176481902599335,0.5144469,2.399088,0.60556614
v5_ambiguous_0099,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0,0.4645028,2.468127,0.6782376
v5_ambiguous_0100,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.5049356818199158,0.53651404,2.2173991,0.6392648
v5_ambiguous_0101,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.8324688673019409,0.53938144,2.3221104,0.6831987
v5_ambiguous_0102,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.375612735748291,0.47336018,2.0082235,0.65725845
v5_ambiguous_0103,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,-1.1920928955078125e-07,0.50413847,2.624177,0.62882215
v5_ambiguous_0104,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.4064774513244629,0.5696453,2.1369271,0.6452623
v5_ambiguous_0105,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.4662457108497619,0.40022403,1.715083,0.708857
v5_ambiguous_0106,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,5.960464477539064e-08,0.5044913,2.2693517,0.6426177
v5_ambiguous_0107,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0264604091644287,0.54143125,2.3072815,0.6369343
v5_ambiguous_0108,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.6791050136089325,0.5116335,2.2978003,0.6758319
v5_ambiguous_0109,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0653115510940551,0.57235205,2.2664306,0.6784494
v5_ambiguous_0110,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.8446952104568481,0.55932564,1.9303677,0.72971666
v5_ambiguous_0111,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.636053204536438,0.49063206,2.1613393,0.6398624
v5_ambiguous_0112,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0,0.5563573,2.2880995,0.64301586
v5_ambiguous_0113,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.1535729169845581,0.49403346,2.465021,0.67571163
v5_ambiguous_0114,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,-1.1920928955078125e-07,0.5713076,2.3981109,0.69141805
v5_ambiguous_0115,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0,0.43823314,1.9251248,0.78121734
v5_ambiguous_0116,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.6853431761264801,0.49627292,2.024885,0.7166891
v5_ambiguous_0117,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.4855735301971435,0.52198553,2.249789,0.70684135
v5_ambiguous_0118,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.09378182888031,0.4848054,2.0440161,0.75787497
v5_ambiguous_0119,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.4225873947143554,0.4805293,1.8769766,0.6495763
v5_ambiguous_0120,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.2452747225761413,0.4715867,2.212013,0.7007528
v5_ambiguous_0121,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,-1.1920928955078125e-07,0.48652703,2.0428822,0.7196678
v5_ambiguous_0122,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.5814600586891174,0.49972546,3.104367,0.64363647
v5_ambiguous_0123,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.6417378783226013,0.53196716,2.8280332,0.6365872
v5_ambiguous_0124,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.3493863344192505,0.5074316,2.6159973,0.67082
v5_ambiguous_0125,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.4292613267898559,0.4918089,2.4083571,0.69748926
v5_ambiguous_0126,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0267318487167358,0.4494825,2.2015133,0.61035836
v5_ambiguous_0127,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.8702852576971054,0.544356,1.8533586,0.64231604
v5_ambiguous_0128,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0,0.5225853,2.204184,0.69657075
v5_ambiguous_0129,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.1071997284889221,0.58678836,1.78529,0.6252607
v5_ambiguous_0130,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.4713380932807922,0.6217166,2.19224,0.71772945
v5_ambiguous_0131,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.2243365049362182,0.5174371,2.4020607,0.577298
v5_ambiguous_0132,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.6633664965629578,0.41404444,1.9863205,0.6881414
v5_ambiguous_0133,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.6671017408370972,0.55215776,2.1578367,0.6431911
v5_ambiguous_0134,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,-1.1920928955078125e-07,0.5767707,1.9627987,0.6650347
v5_ambiguous_0135,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.3280707597732544,0.43357223,2.173981,0.6158528
v5_ambiguous_0136,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.7956800311803818,0.5372293,2.0259616,0.67232746
v5_ambiguous_0137,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0,0.52909243,2.0603473,0.67271745
v5_ambiguous_0138,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0053934454917907,0.60821223,2.381278,0.6629262
v5_ambiguous_0139,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.6730486750602722,0.4145469,2.3745615,0.69387394
v5_ambiguous_0140,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,5.960464477539064e-08,0.535866,2.046225,0.6911396
v5_ambiguous_0141,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.5114174485206604,0.5992358,2.1271281,0.61425924
v5_ambiguous_0142,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,5.960464477539064e-08,0.55805135,1.8269312,0.66516685
v5_ambiguous_0143,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,-1.1920928955078125e-07,0.5698286,1.9564066,0.6143689
v5_ambiguous_0144,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.6865330338478088,0.49792826,2.5230246,0.63518035
v5_ambiguous_0145,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,-1.1920928955078125e-07,0.511854,2.168741,0.61658037
v5_ambiguous_0146,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.5282905101776123,0.4593538,2.0310616,0.65573275
v5_ambiguous_0147,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.6449107229709625,0.47217768,2.1810334,0.66415274
v5_ambiguous_0148,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0621426105499267,0.53601694,2.87184,0.5257317
v5_ambiguous_0149,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.4205251336097717,0.58148277,2.49425,0.6689382
v5_ambiguous_0150,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.6425480246543884,0.47819716,2.1082766,0.64071894
v5_ambiguous_0151,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.6841219663619995,0.4730518,2.1971238,0.6558366
v5_ambiguous_0152,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.2498344182968139,0.48210442,2.1502428,0.5692571
v5_ambiguous_0153,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,-1.1920928955078125e-07,0.49196184,2.3561537,0.76168704
v5_ambiguous_0154,mixtral-8x7b,0,epistemic_humility,0,4,3,regressed,ambiguous,0.8407764881849289,0.54479754,1.9799545,0.7241969
v5_ambiguous_0155,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0037227869033813,0.59117585,2.1328614,0.60889214
v5_ambiguous_0156,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0,0.507629,2.8574173,0.624293
v5_ambiguous_0157,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.2163229584693908,0.53333795,2.5678668,0.67963386
v5_ambiguous_0158,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.2137979865074157,0.51314795,2.660617,0.58812547
v5_ambiguous_0159,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.691349983215332,0.52836466,2.346079,0.62049675
v5_ambiguous_0160,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.4872077703475952,0.51463777,3.737084,0.67690927
v5_ambiguous_0161,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0,0.4734441,2.0240796,0.6667387
v5_ambiguous_0162,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.6983873546123505,0.49498117,2.6777172,0.66490924
v5_ambiguous_0163,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,5.960464477539064e-08,0.5550475,2.3940005,0.6680554
v5_ambiguous_0164,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.513106495141983,0.5087355,2.3281462,0.6277071
v5_ambiguous_0165,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,5.960464477539064e-08,0.53783095,2.4158733,0.5593286
v5_ambiguous_0166,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.6291393637657166,0.5126126,1.828468,0.665798
v5_ambiguous_0167,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.7585208714008331,0.5040697,1.7197243,0.70875096
v5_ambiguous_0168,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,5.960464477539064e-08,0.46862376,2.1157086,0.666533
v5_ambiguous_0169,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,5.960464477539064e-08,0.53980446,2.2096837,0.62390584
v5_ambiguous_0170,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.7073127627372742,0.4824623,2.1471808,0.6671244
v5_ambiguous_0171,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0,0.5243659,2.0209045,0.69538194
v5_ambiguous_0172,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0,0.58259904,2.855771,0.7057843
v5_ambiguous_0173,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.6181624233722687,0.5094125,1.9992454,0.7024527
v5_ambiguous_0174,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,-1.1920928955078125e-07,0.5106814,1.9440423,0.6392385
v5_ambiguous_0175,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.7809257358312607,0.43451834,1.794565,0.6933537
v5_ambiguous_0176,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0354630947113037,0.5133985,2.2573254,0.6216035
v5_ambiguous_0177,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,5.960464477539064e-08,0.4351039,2.088077,0.6505867
v5_ambiguous_0178,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.8128213733434677,0.57999396,2.2099643,0.66932774
v5_ambiguous_0179,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.5157024562358856,0.45086187,1.9375331,0.75438654
v5_ambiguous_0180,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.1668251156806945,0.6042142,2.762668,0.6551999
v5_ambiguous_0181,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.8298789411783218,0.47119516,2.2184803,0.751164
v5_ambiguous_0182,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,0.0116329193115234,0.45998806,1.9669424,0.79156446
v5_ambiguous_0183,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,ambiguous,5.960464477539064e-08,0.55343115,2.1614635,0.6947384
